what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414672597306
activated,view,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console.ConsoleView",1414672598933
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414672600850
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414672600868
activated,view,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console.ConsoleView",1414672602618
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414672638657
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.dist,"",1414672676860
activated,workbench,org.eclipse.ui.workbench,3.7.1.dist,"",1414672677767
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.saveAll",1414672679550
activated,view,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console.ConsoleView",1414672682003
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414672686794
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414672686811
activated,view,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console.ConsoleView",1414672688133
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414672689830
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414672689850
activated,view,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console.ConsoleView",1414672691344
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414672710648
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.delete",1414672726028
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.delete",1414672726182
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.delete",1414672726329
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.delete",1414672726467
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.delete",1414672726600
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.delete",1414672726751
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.delete",1414672726902
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.delete",1414672727050
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.delete",1414672727227
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.edit.delete",1414672727561
executed,command,org.eclipse.ui,3.7.0.dist,"org.eclipse.ui.file.saveAll",1414672733631
activated,view,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console.ConsoleView",1414672735911
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414672741317
activated,editor,org.eclipse.jdt.ui,3.7.2.dist,"org.eclipse.jdt.ui.CompilationUnitEditor",1414672741337
activated,view,org.eclipse.ui.console,3.5.100.dist,"org.eclipse.ui.console.ConsoleView",1414672742700
